id,id_client,id_service,service,frequence,nbr_article,date_rdv,heure_rdv,prix_total,statut
596,95,1,Nettoyage voiture,Ponctuelle,1,2025-05-21,17:00,39.0,Réalisé
597,349,5,Nettoyage matelas,Mensuelle,2,2025-05-21,11:00,90.0,Réalisé
598,12,3,Nettoyage canapé,Ponctuelle,1,2025-05-21,09:00,49.0,Réalisé
599,380,4,Nettoyage tapis,Ponctuelle,2,2025-05-21,16:00,58.0,Réalisé
600,52,1,Nettoyage voiture,Ponctuelle,1,2025-05-21,08:00,39.0,Annulé
601,6,1,Nettoyage voiture,Ponctuelle,1,2025-05-22,15:00,39.0,Réalisé
602,228,1,Nettoyage voiture,Ponctuelle,2,2025-05-22,13:00,78.0,Réalisé
603,371,5,Nettoyage matelas,Ponctuelle,5,2025-05-22,12:00,225.0,Réalisé
604,402,3,Nettoyage canapé,Ponctuelle,3,2025-05-23,16:00,147.0,Réalisé
605,331,2,Nettoyage vitres,Trimestrielle,1,2025-05-23,19:00,25.0,Réalisé
606,363,5,Nettoyage matelas,Ponctuelle,2,2025-05-23,11:00,90.0,Annulé
607,166,4,Nettoyage tapis,Ponctuelle,2,2025-05-23,13:00,58.0,Réalisé
608,35,3,Nettoyage canapé,Mensuelle,2,2025-05-23,14:00,98.0,Réalisé
609,55,5,Nettoyage matelas,Ponctuelle,1,2025-05-23,12:00,45.0,Réalisé
610,396,3,Nettoyage canapé,Ponctuelle,1,2025-05-23,08:00,49.0,Réalisé
611,90,4,Nettoyage tapis,Trimestrielle,1,2025-05-23,09:00,29.0,Réalisé
612,194,5,Nettoyage matelas,Mensuelle,1,2025-05-24,15:00,45.0,Réalisé
613,252,3,Nettoyage canapé,Ponctuelle,2,2025-05-24,20:00,98.0,Réalisé
614,417,1,Nettoyage voiture,Ponctuelle,1,2025-05-24,10:00,39.0,Réalisé
615,492,4,Nettoyage tapis,Ponctuelle,1,2025-05-24,09:00,29.0,Réalisé
616,185,1,Nettoyage voiture,Trimestrielle,3,2025-05-24,13:00,117.0,Réalisé
617,350,3,Nettoyage canapé,Ponctuelle,3,2025-05-24,17:00,147.0,Réalisé
618,427,5,Nettoyage matelas,Ponctuelle,2,2025-05-24,19:00,90.0,Réalisé
619,461,5,Nettoyage matelas,Ponctuelle,2,2025-05-24,14:00,90.0,Réalisé
620,193,1,Nettoyage voiture,Ponctuelle,1,2025-05-24,12:00,39.0,Réalisé
621,200,5,Nettoyage matelas,Mensuelle,1,2025-05-27,16:00,45.0,Réalisé
622,39,1,Nettoyage voiture,Trimestrielle,3,2025-05-27,12:00,117.0,Réalisé
623,160,1,Nettoyage voiture,Ponctuelle,2,2025-05-27,09:00,78.0,Réalisé
624,242,1,Nettoyage voiture,Ponctuelle,2,2025-05-27,17:00,78.0,Annulé
625,216,5,Nettoyage matelas,Ponctuelle,2,2025-05-27,15:00,90.0,Réalisé
626,281,2,Nettoyage vitres,Ponctuelle,3,2025-05-27,19:00,75.0,Réalisé
627,42,5,Nettoyage matelas,Ponctuelle,2,2025-05-28,13:00,90.0,Réalisé
628,54,3,Nettoyage canapé,Mensuelle,1,2025-05-28,18:00,49.0,Réalisé
629,156,3,Nettoyage canapé,Ponctuelle,2,2025-05-28,08:00,98.0,Réalisé
630,14,5,Nettoyage matelas,Trimestrielle,1,2025-05-28,11:00,45.0,Réalisé
631,350,4,Nettoyage tapis,Mensuelle,2,2025-05-28,15:00,58.0,Réalisé
632,194,1,Nettoyage voiture,Ponctuelle,1,2025-05-28,17:00,39.0,Réalisé
633,225,2,Nettoyage vitres,Ponctuelle,1,2025-05-28,12:00,25.0,Réalisé
634,291,4,Nettoyage tapis,Mensuelle,4,2025-05-29,13:00,116.0,Réalisé
635,30,4,Nettoyage tapis,Ponctuelle,3,2025-05-29,11:00,87.0,Réalisé
636,180,1,Nettoyage voiture,Ponctuelle,1,2025-05-29,19:00,39.0,Réalisé
637,204,5,Nettoyage matelas,Ponctuelle,5,2025-05-29,14:00,225.0,Réalisé
638,150,4,Nettoyage tapis,Mensuelle,4,2025-05-30,09:00,116.0,Réalisé
639,278,1,Nettoyage voiture,Ponctuelle,4,2025-05-30,18:00,156.0,Réalisé
640,319,1,Nettoyage voiture,Mensuelle,4,2025-05-30,19:00,156.0,Réalisé
641,267,1,Nettoyage voiture,Mensuelle,4,2025-05-30,17:00,156.0,Réalisé
642,418,4,Nettoyage tapis,Ponctuelle,1,2025-05-30,12:00,29.0,Réalisé
643,438,2,Nettoyage vitres,Ponctuelle,5,2025-05-31,16:00,125.0,Réalisé
644,23,3,Nettoyage canapé,Ponctuelle,3,2025-05-31,19:00,147.0,Réalisé
645,339,2,Nettoyage vitres,Ponctuelle,2,2025-05-31,20:00,50.0,Réalisé
646,312,3,Nettoyage canapé,Ponctuelle,1,2025-05-31,10:00,49.0,Réalisé
647,386,2,Nettoyage vitres,Ponctuelle,3,2025-05-31,09:00,75.0,Réalisé
648,223,4,Nettoyage tapis,Mensuelle,1,2025-05-31,12:00,29.0,Réalisé
649,414,4,Nettoyage tapis,Mensuelle,4,2025-05-31,18:00,116.0,Réalisé
650,440,2,Nettoyage vitres,Ponctuelle,2,2025-05-31,11:00,50.0,Annulé
651,394,3,Nettoyage canapé,Mensuelle,1,2025-05-31,13:00,49.0,Réalisé
652,474,1,Nettoyage voiture,Mensuelle,1,2025-05-31,15:00,39.0,Réalisé
653,129,1,Nettoyage voiture,Ponctuelle,1,2025-06-03,08:00,39.0,Réalisé
654,292,4,Nettoyage tapis,Ponctuelle,2,2025-06-03,12:00,58.0,Réalisé
655,9,5,Nettoyage matelas,Ponctuelle,3,2025-06-03,18:00,135.0,Réalisé
656,433,3,Nettoyage canapé,Ponctuelle,5,2025-06-03,09:00,245.0,Réalisé
657,460,2,Nettoyage vitres,Ponctuelle,2,2025-06-03,11:00,50.0,Réalisé
658,393,2,Nettoyage vitres,Ponctuelle,1,2025-06-03,14:00,25.0,Réalisé
659,90,1,Nettoyage voiture,Ponctuelle,1,2025-06-03,17:00,39.0,Réalisé
660,435,5,Nettoyage matelas,Mensuelle,1,2025-06-04,09:00,45.0,Réalisé
661,40,4,Nettoyage tapis,Ponctuelle,2,2025-06-04,18:00,58.0,Réalisé
662,293,1,Nettoyage voiture,Ponctuelle,1,2025-06-04,08:00,39.0,Réalisé
663,449,5,Nettoyage matelas,Ponctuelle,1,2025-06-04,10:00,45.0,Réalisé
664,500,1,Nettoyage voiture,Ponctuelle,2,2025-06-04,15:00,78.0,Réalisé
665,319,3,Nettoyage canapé,Trimestrielle,1,2025-06-04,12:00,49.0,Réalisé
666,337,5,Nettoyage matelas,Ponctuelle,1,2025-06-05,13:00,45.0,Réalisé
667,40,2,Nettoyage vitres,Ponctuelle,5,2025-06-05,08:00,125.0,Annulé
668,323,5,Nettoyage matelas,Trimestrielle,2,2025-06-05,12:00,90.0,Réalisé
669,271,2,Nettoyage vitres,Mensuelle,2,2025-06-05,10:00,50.0,Réalisé
670,163,3,Nettoyage canapé,Ponctuelle,2,2025-06-05,18:00,98.0,Réalisé
671,125,5,Nettoyage matelas,Ponctuelle,1,2025-06-05,15:00,45.0,Réalisé
672,292,3,Nettoyage canapé,Ponctuelle,1,2025-06-06,13:00,49.0,Réalisé
673,466,5,Nettoyage matelas,Ponctuelle,4,2025-06-06,09:00,180.0,Réalisé
674,147,3,Nettoyage canapé,Ponctuelle,1,2025-06-06,11:00,49.0,Réalisé
675,76,1,Nettoyage voiture,Ponctuelle,1,2025-06-06,15:00,39.0,Réalisé
676,449,3,Nettoyage canapé,Trimestrielle,3,2025-06-06,14:00,147.0,Réalisé
677,365,1,Nettoyage voiture,Mensuelle,1,2025-06-06,10:00,39.0,Annulé
678,221,4,Nettoyage tapis,Ponctuelle,1,2025-06-06,08:00,29.0,Réalisé
679,272,1,Nettoyage voiture,Ponctuelle,1,2025-06-06,16:00,39.0,Annulé
680,182,5,Nettoyage matelas,Mensuelle,1,2025-06-07,15:00,45.0,Annulé
681,224,5,Nettoyage matelas,Mensuelle,2,2025-06-07,14:00,90.0,Réalisé
682,393,3,Nettoyage canapé,Ponctuelle,1,2025-06-07,11:00,49.0,Réalisé
683,4,5,Nettoyage matelas,Ponctuelle,2,2025-06-07,20:00,90.0,Réalisé
684,225,2,Nettoyage vitres,Ponctuelle,2,2025-06-07,12:00,50.0,Réalisé
685,119,4,Nettoyage tapis,Mensuelle,1,2025-06-07,19:00,29.0,Réalisé
686,297,2,Nettoyage vitres,Trimestrielle,2,2025-06-07,18:00,50.0,Réalisé
687,388,5,Nettoyage matelas,Ponctuelle,1,2025-06-07,09:00,45.0,Réalisé
688,115,1,Nettoyage voiture,Ponctuelle,1,2025-06-10,19:00,39.0,Réalisé
689,386,1,Nettoyage voiture,Trimestrielle,4,2025-06-10,11:00,156.0,Réalisé
690,283,1,Nettoyage voiture,Ponctuelle,1,2025-06-10,14:00,39.0,Réalisé
691,492,4,Nettoyage tapis,Trimestrielle,1,2025-06-10,16:00,29.0,Réalisé
692,422,3,Nettoyage canapé,Ponctuelle,1,2025-06-10,12:00,49.0,Réalisé
693,375,1,Nettoyage voiture,Ponctuelle,4,2025-06-10,15:00,156.0,Réalisé
694,367,1,Nettoyage voiture,Trimestrielle,1,2025-06-10,17:00,39.0,Réalisé
695,135,5,Nettoyage matelas,Ponctuelle,1,2025-06-10,10:00,45.0,Réalisé
696,398,1,Nettoyage voiture,Ponctuelle,2,2025-06-11,10:00,78.0,Réalisé
697,52,3,Nettoyage canapé,Ponctuelle,4,2025-06-11,12:00,196.0,Annulé
698,339,4,Nettoyage tapis,Mensuelle,1,2025-06-11,09:00,29.0,Réalisé
699,126,3,Nettoyage canapé,Ponctuelle,4,2025-06-11,13:00,196.0,Réalisé
700,136,2,Nettoyage vitres,Ponctuelle,4,2025-06-11,17:00,100.0,Réalisé
701,68,3,Nettoyage canapé,Ponctuelle,1,2025-06-11,16:00,49.0,Réalisé
702,384,5,Nettoyage matelas,Mensuelle,4,2025-06-11,15:00,180.0,Réalisé
703,364,2,Nettoyage vitres,Ponctuelle,1,2025-06-11,08:00,25.0,Réalisé
704,299,2,Nettoyage vitres,Ponctuelle,1,2025-06-11,19:00,25.0,Réalisé
705,460,1,Nettoyage voiture,Trimestrielle,1,2025-06-12,10:00,39.0,Réalisé
706,340,1,Nettoyage voiture,Ponctuelle,5,2025-06-12,12:00,195.0,Réalisé
707,178,1,Nettoyage voiture,Ponctuelle,4,2025-06-12,11:00,156.0,Réalisé
708,413,4,Nettoyage tapis,Ponctuelle,3,2025-06-12,18:00,87.0,Réalisé
709,138,3,Nettoyage canapé,Ponctuelle,2,2025-06-12,15:00,98.0,Réalisé
710,373,2,Nettoyage vitres,Ponctuelle,4,2025-06-13,14:00,100.0,Réalisé
711,114,3,Nettoyage canapé,Ponctuelle,1,2025-06-13,08:00,49.0,Réalisé
712,486,1,Nettoyage voiture,Ponctuelle,1,2025-06-13,16:00,39.0,Annulé
713,487,3,Nettoyage canapé,Ponctuelle,1,2025-06-13,13:00,49.0,Réalisé
714,468,4,Nettoyage tapis,Mensuelle,1,2025-06-13,12:00,29.0,Réalisé
715,108,4,Nettoyage tapis,Ponctuelle,1,2025-06-13,17:00,29.0,Réalisé
716,441,1,Nettoyage voiture,Ponctuelle,1,2025-06-13,10:00,39.0,Réalisé
717,212,1,Nettoyage voiture,Ponctuelle,1,2025-06-13,11:00,39.0,Réalisé
718,18,1,Nettoyage voiture,Mensuelle,2,2025-06-14,09:00,78.0,Réalisé
719,68,1,Nettoyage voiture,Ponctuelle,3,2025-06-14,20:00,117.0,Réalisé
720,259,5,Nettoyage matelas,Ponctuelle,3,2025-06-14,17:00,135.0,Réalisé
721,426,4,Nettoyage tapis,Ponctuelle,1,2025-06-14,10:00,29.0,Réalisé
722,201,5,Nettoyage matelas,Ponctuelle,1,2025-06-14,15:00,45.0,Réalisé
723,263,3,Nettoyage canapé,Ponctuelle,1,2025-06-14,16:00,49.0,Réalisé
724,497,2,Nettoyage vitres,Ponctuelle,1,2025-06-14,12:00,25.0,Réalisé
725,496,3,Nettoyage canapé,Ponctuelle,1,2025-06-14,19:00,49.0,Réalisé
726,395,3,Nettoyage canapé,Ponctuelle,2,2025-06-17,12:00,98.0,Réalisé
727,171,2,Nettoyage vitres,Ponctuelle,2,2025-06-17,15:00,50.0,Réalisé
728,107,3,Nettoyage canapé,Ponctuelle,1,2025-06-17,19:00,49.0,Réalisé
729,307,5,Nettoyage matelas,Mensuelle,1,2025-06-18,10:00,45.0,Réalisé
730,407,1,Nettoyage voiture,Mensuelle,2,2025-06-18,14:00,78.0,Réalisé
731,237,3,Nettoyage canapé,Ponctuelle,4,2025-06-18,17:00,196.0,Réalisé
732,42,3,Nettoyage canapé,Trimestrielle,3,2025-06-18,15:00,147.0,Annulé
733,7,2,Nettoyage vitres,Ponctuelle,1,2025-06-18,11:00,25.0,Réalisé
734,448,3,Nettoyage canapé,Ponctuelle,2,2025-06-19,19:00,98.0,Réalisé
735,151,2,Nettoyage vitres,Ponctuelle,1,2025-06-19,09:00,25.0,Réalisé
736,456,5,Nettoyage matelas,Ponctuelle,1,2025-06-19,10:00,45.0,Réalisé
737,105,3,Nettoyage canapé,Ponctuelle,1,2025-06-19,11:00,49.0,Réalisé
738,242,5,Nettoyage matelas,Ponctuelle,1,2025-06-19,15:00,45.0,Réalisé
739,437,5,Nettoyage matelas,Mensuelle,4,2025-06-19,14:00,180.0,Annulé
740,49,1,Nettoyage voiture,Ponctuelle,1,2025-06-20,15:00,39.0,Réalisé
741,287,3,Nettoyage canapé,Ponctuelle,1,2025-06-20,08:00,49.0,Réalisé
742,146,2,Nettoyage vitres,Ponctuelle,1,2025-06-20,13:00,25.0,Réalisé
743,320,5,Nettoyage matelas,Ponctuelle,2,2025-06-20,14:00,90.0,Réalisé
744,104,5,Nettoyage matelas,Ponctuelle,2,2025-06-20,10:00,90.0,Réalisé
745,135,1,Nettoyage voiture,Ponctuelle,2,2025-06-20,09:00,78.0,Réalisé
746,197,1,Nettoyage voiture,Ponctuelle,2,2025-06-20,11:00,78.0,Réalisé
747,414,4,Nettoyage tapis,Ponctuelle,2,2025-06-20,18:00,58.0,Réalisé
748,40,1,Nettoyage voiture,Ponctuelle,1,2025-06-21,18:00,39.0,Réalisé
749,341,1,Nettoyage voiture,Ponctuelle,2,2025-06-21,19:00,78.0,Réalisé
750,202,2,Nettoyage vitres,Ponctuelle,3,2025-06-21,16:00,75.0,Réalisé
751,268,2,Nettoyage vitres,Ponctuelle,1,2025-06-21,12:00,25.0,Réalisé
752,86,1,Nettoyage voiture,Ponctuelle,2,2025-06-21,11:00,78.0,Annulé
753,287,5,Nettoyage matelas,Mensuelle,2,2025-06-21,09:00,90.0,Réalisé
754,461,3,Nettoyage canapé,Ponctuelle,1,2025-06-21,10:00,49.0,Réalisé
755,239,2,Nettoyage vitres,Ponctuelle,1,2025-06-21,14:00,25.0,Réalisé
756,449,2,Nettoyage vitres,Ponctuelle,1,2025-06-21,15:00,25.0,Annulé
757,383,5,Nettoyage matelas,Ponctuelle,1,2025-06-21,20:00,45.0,Annulé
758,301,1,Nettoyage voiture,Ponctuelle,1,2025-06-21,17:00,39.0,Réalisé
759,16,1,Nettoyage voiture,Ponctuelle,1,2025-06-24,12:00,39.0,Réalisé
760,252,5,Nettoyage matelas,Ponctuelle,5,2025-06-24,16:00,225.0,Réalisé
761,54,4,Nettoyage tapis,Ponctuelle,2,2025-06-24,08:00,58.0,Réalisé
762,377,1,Nettoyage voiture,Ponctuelle,4,2025-06-24,19:00,156.0,Réalisé
763,62,5,Nettoyage matelas,Mensuelle,1,2025-06-24,17:00,45.0,Réalisé
764,279,3,Nettoyage canapé,Ponctuelle,1,2025-06-24,13:00,49.0,Réalisé
765,171,5,Nettoyage matelas,Mensuelle,2,2025-06-24,10:00,90.0,Réalisé
766,464,5,Nettoyage matelas,Mensuelle,1,2025-06-24,11:00,45.0,Annulé
767,142,4,Nettoyage tapis,Ponctuelle,1,2025-06-25,19:00,29.0,Réalisé
768,432,3,Nettoyage canapé,Ponctuelle,1,2025-06-25,13:00,49.0,Réalisé
769,175,1,Nettoyage voiture,Ponctuelle,1,2025-06-25,16:00,39.0,Réalisé
770,46,5,Nettoyage matelas,Trimestrielle,1,2025-06-25,08:00,45.0,Réalisé
771,303,1,Nettoyage voiture,Ponctuelle,2,2025-06-25,14:00,78.0,Réalisé
772,327,1,Nettoyage voiture,Ponctuelle,1,2025-06-25,11:00,39.0,Réalisé
773,429,1,Nettoyage voiture,Ponctuelle,2,2025-06-25,18:00,78.0,Réalisé
774,103,2,Nettoyage vitres,Ponctuelle,3,2025-06-26,19:00,75.0,Réalisé
775,251,1,Nettoyage voiture,Ponctuelle,2,2025-06-26,10:00,78.0,Réalisé
776,425,2,Nettoyage vitres,Ponctuelle,3,2025-06-26,12:00,75.0,Réalisé
777,198,5,Nettoyage matelas,Mensuelle,1,2025-06-26,08:00,45.0,Réalisé
778,331,3,Nettoyage canapé,Ponctuelle,5,2025-06-26,14:00,245.0,Réalisé
779,258,4,Nettoyage tapis,Mensuelle,1,2025-06-26,13:00,29.0,Réalisé
780,108,4,Nettoyage tapis,Ponctuelle,1,2025-06-26,18:00,29.0,Réalisé
781,338,3,Nettoyage canapé,Ponctuelle,1,2025-06-26,09:00,49.0,Réalisé
782,289,3,Nettoyage canapé,Ponctuelle,1,2025-06-26,15:00,49.0,Réalisé
783,184,2,Nettoyage vitres,Ponctuelle,4,2025-06-27,17:00,100.0,Réalisé
784,415,3,Nettoyage canapé,Ponctuelle,1,2025-06-27,08:00,49.0,Réalisé
785,243,3,Nettoyage canapé,Mensuelle,2,2025-06-27,13:00,98.0,Réalisé
786,348,1,Nettoyage voiture,Ponctuelle,1,2025-06-27,09:00,39.0,Réalisé
787,479,1,Nettoyage voiture,Ponctuelle,4,2025-06-27,19:00,156.0,Annulé
788,497,1,Nettoyage voiture,Trimestrielle,1,2025-06-28,13:00,39.0,Réalisé
789,203,4,Nettoyage tapis,Ponctuelle,1,2025-06-28,18:00,29.0,Réalisé
790,155,1,Nettoyage voiture,Trimestrielle,1,2025-06-28,15:00,39.0,Réalisé
791,371,1,Nettoyage voiture,Ponctuelle,3,2025-06-28,09:00,117.0,Réalisé
792,245,3,Nettoyage canapé,Ponctuelle,3,2025-06-28,11:00,147.0,Réalisé
793,109,1,Nettoyage voiture,Ponctuelle,2,2025-06-28,20:00,78.0,Annulé
794,391,3,Nettoyage canapé,Mensuelle,3,2025-06-28,10:00,147.0,Annulé
795,497,3,Nettoyage canapé,Ponctuelle,1,2025-07-01,14:00,49.0,Réalisé
796,189,1,Nettoyage voiture,Mensuelle,2,2025-07-01,10:00,78.0,Réalisé
797,204,3,Nettoyage canapé,Ponctuelle,1,2025-07-01,13:00,49.0,Annulé
798,109,3,Nettoyage canapé,Ponctuelle,1,2025-07-01,18:00,49.0,Réalisé
799,78,1,Nettoyage voiture,Ponctuelle,1,2025-07-01,19:00,39.0,Réalisé
800,208,2,Nettoyage vitres,Ponctuelle,2,2025-07-02,08:00,50.0,Réalisé
801,197,1,Nettoyage voiture,Ponctuelle,1,2025-07-02,12:00,39.0,Réalisé
802,217,1,Nettoyage voiture,Ponctuelle,2,2025-07-02,14:00,78.0,Réalisé
803,389,1,Nettoyage voiture,Ponctuelle,1,2025-07-03,12:00,39.0,Réalisé
804,479,3,Nettoyage canapé,Ponctuelle,1,2025-07-03,14:00,49.0,Réalisé
805,447,1,Nettoyage voiture,Ponctuelle,2,2025-07-03,19:00,78.0,Réalisé
806,251,1,Nettoyage voiture,Ponctuelle,1,2025-07-03,09:00,39.0,Réalisé
807,218,1,Nettoyage voiture,Ponctuelle,2,2025-07-03,15:00,78.0,Réalisé
808,92,1,Nettoyage voiture,Ponctuelle,3,2025-07-03,17:00,117.0,Réalisé
809,19,2,Nettoyage vitres,Ponctuelle,1,2025-07-03,10:00,25.0,Réalisé
810,353,2,Nettoyage vitres,Trimestrielle,1,2025-07-04,19:00,25.0,Réalisé
811,421,5,Nettoyage matelas,Trimestrielle,4,2025-07-04,14:00,180.0,Réalisé
812,76,3,Nettoyage canapé,Ponctuelle,1,2025-07-04,11:00,49.0,Réalisé
813,263,4,Nettoyage tapis,Ponctuelle,3,2025-07-04,10:00,87.0,Annulé
814,217,1,Nettoyage voiture,Mensuelle,4,2025-07-04,09:00,156.0,Réalisé
815,111,3,Nettoyage canapé,Ponctuelle,1,2025-07-05,11:00,49.0,Réalisé
816,142,2,Nettoyage vitres,Mensuelle,2,2025-07-05,13:00,50.0,Réalisé
817,146,1,Nettoyage voiture,Ponctuelle,1,2025-07-05,10:00,39.0,Réalisé
818,67,2,Nettoyage vitres,Ponctuelle,1,2025-07-05,15:00,25.0,Réalisé
819,50,3,Nettoyage canapé,Ponctuelle,3,2025-07-05,18:00,147.0,Réalisé
820,148,1,Nettoyage voiture,Ponctuelle,1,2025-07-05,17:00,39.0,Réalisé
821,305,3,Nettoyage canapé,Ponctuelle,1,2025-07-05,16:00,49.0,Réalisé
822,131,1,Nettoyage voiture,Ponctuelle,2,2025-07-08,08:00,78.0,Réalisé
823,250,3,Nettoyage canapé,Ponctuelle,2,2025-07-08,13:00,98.0,Réalisé
824,181,1,Nettoyage voiture,Ponctuelle,2,2025-07-09,13:00,78.0,Réalisé
825,146,2,Nettoyage vitres,Mensuelle,3,2025-07-09,09:00,75.0,Réalisé
826,68,3,Nettoyage canapé,Trimestrielle,1,2025-07-09,11:00,49.0,Réalisé
827,109,5,Nettoyage matelas,Ponctuelle,1,2025-07-09,16:00,45.0,Annulé
828,399,3,Nettoyage canapé,Ponctuelle,1,2025-07-09,19:00,49.0,Annulé
829,112,5,Nettoyage matelas,Ponctuelle,2,2025-07-09,10:00,90.0,Réalisé
830,55,3,Nettoyage canapé,Ponctuelle,1,2025-07-09,14:00,49.0,Réalisé
831,2,1,Nettoyage voiture,Ponctuelle,3,2025-07-10,18:00,117.0,Réalisé
832,465,2,Nettoyage vitres,Ponctuelle,1,2025-07-10,13:00,25.0,Réalisé
833,97,3,Nettoyage canapé,Ponctuelle,1,2025-07-10,16:00,49.0,Réalisé
834,42,3,Nettoyage canapé,Ponctuelle,1,2025-07-10,17:00,49.0,Réalisé
835,283,4,Nettoyage tapis,Ponctuelle,4,2025-07-11,19:00,116.0,Réalisé
836,371,1,Nettoyage voiture,Ponctuelle,4,2025-07-11,14:00,156.0,Réalisé
837,166,1,Nettoyage voiture,Trimestrielle,4,2025-07-11,08:00,156.0,Réalisé
838,370,5,Nettoyage matelas,Ponctuelle,4,2025-07-12,18:00,180.0,Annulé
839,444,1,Nettoyage voiture,Ponctuelle,1,2025-07-12,16:00,39.0,Réalisé
840,491,3,Nettoyage canapé,Mensuelle,1,2025-07-12,19:00,49.0,Réalisé
841,332,4,Nettoyage tapis,Mensuelle,1,2025-07-12,12:00,29.0,Annulé
842,31,4,Nettoyage tapis,Mensuelle,1,2025-07-12,20:00,29.0,Réalisé
843,187,2,Nettoyage vitres,Mensuelle,3,2025-07-12,10:00,75.0,Réalisé
844,404,5,Nettoyage matelas,Ponctuelle,2,2025-07-12,15:00,90.0,Réalisé
845,38,1,Nettoyage voiture,Ponctuelle,1,2025-07-15,10:00,39.0,Réalisé
846,176,4,Nettoyage tapis,Mensuelle,3,2025-07-15,12:00,87.0,Réalisé
847,291,2,Nettoyage vitres,Mensuelle,3,2025-07-15,17:00,75.0,Réalisé
848,14,1,Nettoyage voiture,Ponctuelle,1,2025-07-15,09:00,39.0,Réalisé
849,484,2,Nettoyage vitres,Ponctuelle,1,2025-07-15,19:00,25.0,Réalisé
850,300,1,Nettoyage voiture,Ponctuelle,1,2025-07-16,19:00,39.0,Réalisé
851,265,2,Nettoyage vitres,Mensuelle,2,2025-07-16,15:00,50.0,Réalisé
852,80,3,Nettoyage canapé,Ponctuelle,1,2025-07-16,12:00,49.0,Réalisé
853,475,3,Nettoyage canapé,Ponctuelle,2,2025-07-16,10:00,98.0,Réalisé
854,374,1,Nettoyage voiture,Ponctuelle,1,2025-07-17,10:00,39.0,Réalisé
855,468,3,Nettoyage canapé,Ponctuelle,1,2025-07-17,16:00,49.0,Réalisé
856,404,1,Nettoyage voiture,Mensuelle,2,2025-07-17,15:00,78.0,Réalisé
857,205,1,Nettoyage voiture,Ponctuelle,1,2025-07-17,19:00,39.0,Réalisé
858,440,4,Nettoyage tapis,Trimestrielle,1,2025-07-18,12:00,29.0,Réalisé
859,312,3,Nettoyage canapé,Ponctuelle,1,2025-07-18,16:00,49.0,Réalisé
860,470,1,Nettoyage voiture,Mensuelle,2,2025-07-18,18:00,78.0,Réalisé
861,117,5,Nettoyage matelas,Ponctuelle,2,2025-07-18,17:00,90.0,Réalisé
862,452,4,Nettoyage tapis,Ponctuelle,1,2025-07-18,09:00,29.0,Réalisé
863,60,2,Nettoyage vitres,Ponctuelle,2,2025-07-18,14:00,50.0,Réalisé
864,307,3,Nettoyage canapé,Ponctuelle,1,2025-07-18,08:00,49.0,Réalisé
865,91,4,Nettoyage tapis,Ponctuelle,2,2025-07-19,18:00,58.0,Réalisé
866,136,3,Nettoyage canapé,Ponctuelle,1,2025-07-19,09:00,49.0,Réalisé
867,159,1,Nettoyage voiture,Ponctuelle,1,2025-07-19,20:00,39.0,Réalisé
868,4,1,Nettoyage voiture,Ponctuelle,3,2025-07-19,15:00,117.0,Réalisé
869,34,5,Nettoyage matelas,Ponctuelle,1,2025-07-19,10:00,45.0,Réalisé
870,176,3,Nettoyage canapé,Mensuelle,1,2025-07-19,14:00,49.0,Réalisé
871,166,5,Nettoyage matelas,Ponctuelle,1,2025-07-22,09:00,45.0,Réalisé
872,313,4,Nettoyage tapis,Mensuelle,3,2025-07-22,11:00,87.0,Réalisé
873,305,2,Nettoyage vitres,Ponctuelle,2,2025-07-22,18:00,50.0,Réalisé
874,242,4,Nettoyage tapis,Trimestrielle,1,2025-07-22,12:00,29.0,Annulé
875,482,3,Nettoyage canapé,Ponctuelle,3,2025-07-23,12:00,147.0,Réalisé
876,500,5,Nettoyage matelas,Mensuelle,1,2025-07-23,13:00,45.0,Réalisé
877,339,1,Nettoyage voiture,Ponctuelle,3,2025-07-23,10:00,117.0,Réalisé
878,405,1,Nettoyage voiture,Ponctuelle,1,2025-07-23,19:00,39.0,Réalisé
879,317,3,Nettoyage canapé,Mensuelle,2,2025-07-23,18:00,98.0,Réalisé
880,29,5,Nettoyage matelas,Ponctuelle,2,2025-07-24,11:00,90.0,Réalisé
881,57,1,Nettoyage voiture,Trimestrielle,1,2025-07-24,10:00,39.0,Réalisé
882,376,5,Nettoyage matelas,Trimestrielle,1,2025-07-24,13:00,45.0,Réalisé
883,103,1,Nettoyage voiture,Ponctuelle,1,2025-07-24,15:00,39.0,Réalisé
884,339,2,Nettoyage vitres,Ponctuelle,1,2025-07-24,16:00,25.0,Réalisé
885,171,1,Nettoyage voiture,Ponctuelle,1,2025-07-25,16:00,39.0,Réalisé
886,478,5,Nettoyage matelas,Ponctuelle,1,2025-07-25,12:00,45.0,Réalisé
887,250,1,Nettoyage voiture,Ponctuelle,1,2025-07-25,08:00,39.0,Réalisé
888,192,5,Nettoyage matelas,Trimestrielle,1,2025-07-25,10:00,45.0,Réalisé
889,409,5,Nettoyage matelas,Ponctuelle,3,2025-07-26,17:00,135.0,Réalisé
890,333,5,Nettoyage matelas,Ponctuelle,2,2025-07-26,14:00,90.0,Annulé
891,142,4,Nettoyage tapis,Ponctuelle,3,2025-07-26,20:00,87.0,Réalisé
892,170,5,Nettoyage matelas,Ponctuelle,5,2025-07-26,16:00,225.0,Réalisé
893,355,3,Nettoyage canapé,Ponctuelle,1,2025-07-26,13:00,49.0,Réalisé
